Series,Nt,Nv,Nh,Lambdal,Lambdah,LambdalMin,LambdalMax,LambdahMin,LambdahMax,Delta,Kappa,Nu,M0,Sigma,T,Mean,StandardDeviation,Kurtosis,KolmogorovSmirnov,Hurst,GPH,ADF,GARCH,Hill,Objective,RunTime
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,2.7,10000.0,0.01,3600000,-5.722710430617383e-7,0.0006566893703127945,421.341467275289,0.47774614872085797,0.5129419057997666,0.43948879515182193,-90.38140880566854,1.0118118671280953,0.5594951852659343,3714.2790739102943,49.19126296043396
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,2.7,10000.0,0.2575,3600000,-5.614145549999729e-6,0.0001814629928759091,581.1471508660707,0.5009400014463803,0.7937533657077458,0.5310883899684989,-77.25791815000609,0.967046871905425,1.0992680479785963,1605.442333335568,49.987959146499634
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,2.7,10000.0,0.2575,3600000,-5.402540995128599e-6,0.0004588863216506793,754.4763058813601,0.48069674533772094,0.5883822655205684,0.4411602525561437,-75.24927889687805,1.0722130630381428,0.6555423804691843,6301.956474988246,49.98800206184387
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,2.7,10000.0,0.505,3600000,-1.7033089927504963e-6,7.867792540136692e-5,981.0288791153132,0.496732294376355,0.46133032722123907,0.2562727228136255,-84.81617881259017,1.0119312734121684,1.996282060232458,494.8087070400611,49.028817892074585
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,2.7,10000.0,0.505,3600000,-1.3802160201144712e-6,0.0003046162626795023,1744.7568357833345,0.47727822867720376,0.48948254131302377,0.2902831357879834,-108.40154736399008,0.9784726672166688,0.7943468337865299,5984.461168628451,49.028862953186035
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,2.7,10000.0,0.7525,3600000,3.566179602046942e-6,0.0001052639862141919,909.7311277187598,0.48308738613446167,0.667272209962205,0.7929425729091096,-77.99100976761648,0.949999999931197,1.6013714968196118,1240.5605989413184,48.02225303649902
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,2.7,10000.0,0.7525,3600000,3.6990913275963255e-6,0.0002247900583584238,502.9226126287676,0.4675799951730898,0.6373091861428206,0.652529843536536,-75.71905465876014,0.9969560583682763,0.5371246205079695,8159.886163779965,48.022298097610474
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,2.7,10000.0,1.0,3600000,9.852675646507125e-7,0.00013017352524735188,1219.27335877055,0.48461592341756793,0.5052227585824047,0.34304854260392403,-74.83842192982905,0.9735196333998579,1.7103223934733347,632.6512638094509,46.82521891593933
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,2.7,10000.0,1.0,3600000,1.4140560574563323e-6,0.0006053356670519995,1060.2083282187807,0.46765189965362336,0.4943628469980282,0.30179758843928683,-80.58378064816917,0.9500000012591834,0.589447600436071,3841.5255881229414,46.82526206970215
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,3.4,10000.0,0.01,3600000,7.224141564029831e-7,6.012465794883033e-5,998.9993253794742,0.4959699463990424,0.5089166463358215,0.4702340522209638,-87.01324195085468,0.9499999999370347,1.8035261003714074,500.30853627614545,49.118223905563354
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,3.4,10000.0,0.01,3600000,1.795433386718232e-6,0.0002654230421605828,714.6599166519566,0.4805428187850246,0.4536236959950652,0.2755923011209924,-85.6166592860413,0.9499999996935301,0.7749307335588632,6599.72444390065,49.11826705932617
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,3.4,10000.0,0.2575,3600000,-2.0474106043081345e-6,5.9197032771715716e-5,640.4714249775436,0.4981285395188439,0.6536948464065886,0.44670683298941394,-82.83651543102482,1.0762645403412612,1.8133880820846635,551.3015086639488,49.74292302131653
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,3.4,10000.0,0.2575,3600000,-1.7100385868425559e-6,0.00012737594776710467,956.3482204469652,0.47756887095380873,0.5121902712507769,0.5272306539813222,-81.37604718841996,1.0065892547387065,0.7530806574546269,9109.273867895054,49.742966175079346
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,3.4,10000.0,0.505,3600000,-8.73235370197117e-7,5.168189831631973e-5,1329.0803215654885,0.49781245785927364,0.5596402702955929,0.3303748692429685,-100.68743428428498,1.0033680571222363,1.7146735883678086,322.82022498661706,49.499963998794556
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,3.4,10000.0,0.505,3600000,3.3429165862407147e-7,0.00016171110847627078,1883.8365696057172,0.48101127648369374,0.48342175262616055,0.2755319565062254,-73.0424263842868,1.0264494457475757,0.7492164998747767,8695.098158818868,49.50000810623169
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,3.4,10000.0,0.7525,3600000,-5.05354378347669e-6,0.00012316389195070326,1004.9536607620166,0.49667970513766796,0.6542337909090664,0.19064813373329131,-60.17885783154093,1.0143789551171545,1.882023300210115,1195.784768875235,47.365548849105835
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,3.4,10000.0,0.7525,3600000,-7.0657807379729834e-6,0.00025616654169009095,1280.6238733650778,0.4728321991683532,0.5699048253627872,0.4600531271855846,-71.85703274932145,0.9499999999913127,0.6065870371040751,9285.210845260344,47.365593910217285
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,3.4,10000.0,1.0,3600000,-4.643399219196973e-6,9.134407004031861e-5,405.4644497597128,0.4887298337903049,0.6203536664653978,0.058318755601182666,-71.75323522027047,1.123687311675414,1.686632609307516,900.4140929852302,65.35651087760925
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,3.4,10000.0,1.0,3600000,-5.851155785916799e-6,0.0002306894856487258,300.6914776269759,0.4611450770513779,0.5762996457051435,0.33283364467076376,-71.70281344770338,0.9499999999717382,0.564915324021037,9146.412952629677,65.35655498504639
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,4.1,10000.0,0.01,3600000,-3.7192894263039168e-6,0.0003334814173826853,565.2386923285748,0.48636472795047486,0.6381246299589358,0.5481605404710896,-74.65257272986405,0.9500000001846206,0.8281135165483033,1744.4738780449175,57.572964906692505
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,4.1,10000.0,0.01,3600000,-4.389300027501129e-6,0.0007710847466017002,306.21201798571184,0.472647783991997,0.5179159885898849,0.6549552722311262,-91.6661509018721,0.9500000008291603,0.46847334193319123,4160.230541588957,57.573007106781006
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,4.1,10000.0,0.2575,3600000,-9.370901491141352e-7,7.837256599387667e-5,1073.3349178005144,0.5015406594637457,0.5180001718555673,0.11891674806303046,-85.19181860847709,1.0420211786717481,1.7498963977426834,377.3255892667354,56.00631904602051
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,4.1,10000.0,0.2575,3600000,-2.0468894347584446e-6,0.00011594794398399806,941.7072863381752,0.48501536189633015,0.5364016014798806,0.26911636182098136,-81.65885763883446,0.9499999999413845,0.9178756903403867,9095.930841495063,56.00636291503906
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,4.1,10000.0,0.505,3600000,2.7016092576926986e-6,7.935865373884005e-5,980.6388837004989,0.49049516562590584,0.5331376099737614,0.19378551346116527,-76.14620494013411,0.949999999967043,1.170008892358268,565.2556808356292,56.126976013183594
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,4.1,10000.0,0.505,3600000,2.3948147182820033e-6,0.0002330821781845745,611.0009637245773,0.47604457923674043,0.4559725711467494,0.3539980584259786,-92.58130161879183,1.0822449022341476,0.5979644006612822,7332.286920031929,56.12702012062073
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,4.1,10000.0,0.7525,3600000,2.5349713497436564e-6,0.00012171166871079895,511.3421042480836,0.4710597927153211,0.6425196213977444,0.732692700814981,-72.2781617661792,0.9997768416652048,1.6449319300684948,1038.5631163416597,52.98463296890259
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,4.1,10000.0,0.7525,3600000,2.3221161236538615e-6,0.00041592629074194414,556.0571008994061,0.4600878170483315,0.5345218008652616,0.8723163055298675,-72.09226156876677,1.0532387735363973,0.5687447446717973,5393.461529362911,52.98467707633972
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,4.1,10000.0,1.0,3600000,-3.4364605644592927e-6,7.2581653342869e-5,737.3300142216499,0.49269179094919924,0.7037985322792493,0.6940534774233746,-87.3858438207317,1.0218421956915218,2.2882672683122127,919.2566472221699,52.41342496871948
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,4.1,10000.0,1.0,3600000,-3.0620569775265534e-6,0.00023837944929914196,1230.9019254171913,0.46310983186022925,0.5518601977117921,0.40091474729016513,-77.2338642210977,0.9499999999212964,0.6224120419175211,7985.009051466898,52.41346883773804
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,4.8,10000.0,0.01,3600000,2.695591488868718e-7,0.00014702218432903816,1508.67934484697,0.49133356186913807,0.4878672821329846,0.4733169695729456,-74.75355553368986,1.0206248359655652,1.364275676381499,561.8720598387597,51.84071898460388
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,4.8,10000.0,0.01,3600000,1.2268896576787113e-6,0.0006169130171565315,705.8399187284808,0.4770156231546084,0.5042767885871299,0.29352005709251894,-76.97141214246678,0.9499999999999967,0.596667722621369,3912.3209721667654,51.846477031707764
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,4.8,10000.0,0.2575,3600000,-1.3899339800001076e-6,9.848957395407344e-5,940.5930454985546,0.4920622007726226,0.6359395008990161,0.40111066440720317,-91.63065975195431,1.021587672248137,1.5735260597592833,484.7057792558387,53.163724184036255
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,4.8,10000.0,0.2575,3600000,2.539451229546488e-7,0.00025077800576012,486.55924600016357,0.47748804652208954,0.51089219732224,0.46904583014056755,-90.64851976470638,0.9499999994914595,0.6658720923006014,6925.885632172829,53.163769006729126
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,4.8,10000.0,0.505,3600000,-3.503015526132383e-5,0.0017388611041367283,321.46764572715756,0.4956217130273636,0.5936124643466676,0.34394069777626574,-72.99912890415472,0.9697921705653898,-0.27166566744541965,65744.39129184537,54.467631816864014
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,4.8,10000.0,0.505,3600000,-3.3747954286755114e-5,0.006041810798637167,511.73913464361056,0.4805635763912136,0.4339925079371244,0.4255485944435202,-82.56163011828654,0.9823691735393879,0.33204203754128236,389840.21916747914,54.467676877975464
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,4.8,10000.0,0.7525,3600000,1.8285812125736763e-6,0.00010538241938811259,1578.6480401086824,0.49618972224348984,0.6400464379331923,0.3588245441406154,-86.26486776283123,0.9684072543241082,1.2832233538613733,608.8988001609979,53.58143997192383
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,4.8,10000.0,0.7525,3600000,1.223036242154154e-6,0.00032954135265379796,1238.4072540678114,0.4810227615247327,0.5041721304021465,0.4101451062557035,-80.58669120519188,1.1098551492728852,0.6947407294972142,6222.404031170279,53.5814847946167
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,4.8,10000.0,1.0,3600000,-1.381305442043488e-6,4.747102631303425e-5,455.9671725892385,0.49447340682913904,0.4869632974031171,0.3729145849108986,-74.72266330254898,0.997101325920792,1.9403639860935369,482.48207578663727,50.773438930511475
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.0,4.8,10000.0,1.0,3600000,-5.914152985941458e-7,8.987501802702118e-5,435.44525422167163,0.4703603549764286,0.5035049552901771,0.6061163362725077,-65.95368030876875,1.0574049819792808,0.7312614995959408,9923.860629965464,50.77348303794861
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,2.0,10000.0,0.01,3600000,1.6603448385673497e-6,6.831887396816325e-5,1210.7010271513952,0.49123217472896546,0.6211230353149687,0.38688033979278874,-98.98820525383462,1.0153197719259552,1.48251607165108,516.8681144109205,55.8098669052124
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,2.0,10000.0,0.01,3600000,-2.090135874670132e-7,0.00016453686053979915,897.5788093167403,0.47655404763739856,0.5262448541502235,0.34248830111883677,-78.55184281175815,1.0249004438980034,0.601236066716256,8805.100741042601,55.809911012649536
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,2.0,10000.0,0.2575,3600000,4.178768889067271e-6,0.0003243631686473674,360.89475302885796,0.4833130502301212,0.6349272397031245,0.6285845842445512,-69.46062233033433,0.9670849172710202,0.4430426587930912,1711.8113843624708,53.129324197769165
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,2.0,10000.0,0.2575,3600000,3.3860860157663444e-6,0.0016696666715087175,253.6374260655977,0.47324782811552674,0.47833886925138386,0.4722372071412582,-85.68773806906302,1.0187357824818981,0.3495596526104856,13466.005241413526,53.12936806678772
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,2.0,10000.0,0.505,3600000,-3.4251202555572947e-6,0.0001925016033484612,503.8817593474309,0.4925965049039501,0.5795311069414667,0.544634690221092,-78.73330093891701,1.028353757972381,0.79104302632421,921.9710932588447,54.3722038269043
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,2.0,10000.0,0.505,3600000,-3.432796170711473e-6,0.0008214085067863599,542.2677648975409,0.4698685012913275,0.4858370549277301,0.5526668350067515,-106.97508823072371,0.9499999999583271,0.5164360236013297,3617.5751773251013,54.37226390838623
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,2.0,10000.0,0.7525,3600000,2.9717514126298427e-6,6.748039480626136e-5,561.3522787857908,0.48299640211553546,0.7615382315553101,0.2752773790817726,-83.85360926316022,0.9499999999452957,1.665987018092522,1060.9534734781628,50.952702045440674
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,2.0,10000.0,0.7525,3600000,4.554464029677096e-6,0.0002183230997157265,1434.1226068661183,0.4676185601824517,0.6202059149083191,0.5375727313487482,-78.02376783994369,0.992086610399265,0.5471032224155781,8384.852392986493,50.952746868133545
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,2.0,10000.0,1.0,3600000,2.684243587960652e-6,5.442738479926437e-5,789.8534737434654,0.48149306672138326,0.6417336373519666,0.357701077770202,-85.51003359838457,1.0071590500794578,1.7395867473963011,785.5840213459019,52.774816036224365
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,2.0,10000.0,1.0,3600000,2.702718499441856e-6,0.00023911617235134667,580.7746863245093,0.4691559724463251,0.5041725327765536,0.434994992252379,-81.4567745845942,1.4806660794946227,0.544804568082887,7925.809197110798,52.77487897872925
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,2.7,10000.0,0.01,3600000,-5.826898603415162e-7,6.399303987208077e-5,883.7086626032451,0.4972825489392873,0.5024029522962569,0.497682053583899,-83.39705250847098,0.9499999999370604,1.4811607149964823,398.1647434423168,55.285200119018555
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,2.7,10000.0,0.01,3600000,-1.0620638750542828e-6,0.00015523601232705767,431.1482171373648,0.47919129390904364,0.5125781028659401,0.7048244629476964,-80.66128778947096,0.9499999996731222,0.6234153215947438,8696.955885580566,55.28524422645569
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,2.7,10000.0,0.2575,3600000,-9.479705859277653e-7,9.251879022549337e-5,1289.2652533168502,0.49806950597582594,0.4598969108413597,0.20718584373248472,-116.95823946815942,0.9499999999244669,1.407296430327856,262.66249780294135,55.52140998840332
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,2.7,10000.0,0.2575,3600000,-1.6505769878616168e-7,0.0003848552208470277,843.2165276299389,0.4790916068956116,0.5011317779477669,0.21201620373742525,-116.116289465511,1.0150531602590607,0.6326452245160298,5170.420695989941,55.5214569568634
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,2.7,10000.0,0.505,3600000,-1.4000000781581069e-7,6.284015154414526e-5,1288.885242886141,0.4962839484705256,0.5383307805391845,0.18732079070054136,-80.15762725294323,1.0270612189663377,1.671034205573568,372.3604102915863,51.45882296562195
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,2.7,10000.0,0.505,3600000,-4.542975697983852e-7,0.00014594269628396265,1246.3839755056604,0.4753974696995351,0.5087271550428241,0.14966297877718246,-97.12864036045966,1.0181275192979622,0.6847773897137154,8670.381324820219,51.45887112617493
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,2.7,10000.0,0.7525,3600000,-5.0649656248725215e-6,0.0001773555402230543,1202.9591440056563,0.49428128942093497,0.6814912326706317,0.39180326522129594,-73.9664544406104,0.9884089784546929,1.4450140773837823,1304.4864823233415,52.680914878845215
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,2.7,10000.0,0.7525,3600000,-5.932469529177107e-6,0.0005124581670034857,835.1149408181909,0.4713302299174803,0.6468716519268087,0.42715875552860183,-81.24151503480257,0.9908989573624132,0.6932729456574277,5905.951950549696,52.68657684326172
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,2.7,10000.0,1.0,3600000,-4.072245215625036e-6,0.0006127843805640791,500.99893311861075,0.48469193623571616,0.6020044328291142,0.7672970642240573,-72.64637067325336,1.0368659875223019,1.029661532379984,4967.998705704183,52.790239095687866
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,2.7,10000.0,1.0,3600000,-3.4734248410298057e-6,0.002361312047352857,336.0708068089955,0.4699664189255831,0.47784272055852334,0.9021139483993079,-81.19798631114053,0.950000003220069,0.47724117967202634,35999.97715618475,52.79028511047363
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,3.4,10000.0,0.01,3600000,-1.1966266942914394e-6,7.220637627260126e-5,1148.3572491511068,0.4939339203612551,0.5751668736798643,0.24380893663814351,-82.53833836116345,0.9754420328039933,2.414775159832318,653.2130742105677,56.98429298400879
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,3.4,10000.0,0.01,3600000,-6.561327256917223e-7,0.00030158108116023325,1729.007345697623,0.47929366642456744,0.5406825632129587,0.2712578475179622,-120.20616637308528,0.949999998809727,0.6940255110392873,6049.756619029892,56.98433494567871
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,3.4,10000.0,0.2575,3600000,3.3946385859868185e-6,7.449839357476936e-5,1446.2912922325281,0.48488473236401497,0.6236428367993739,0.3672590670092146,-80.01148591567002,1.0205344558783236,1.448999408327886,839.5166613681022,52.27356791496277
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,3.4,10000.0,0.2575,3600000,3.0365310884722905e-6,0.00020529865282869076,598.2721689887715,0.47097426222266014,0.5303313366423421,0.346847150680967,-74.27335996009249,1.3098860975759505,0.6222910388222743,8373.009396963726,52.27361011505127
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,3.4,10000.0,0.505,3600000,-2.7061401026652366e-6,7.805718901449609e-5,470.28695522204714,0.49541918854837297,0.6635995228820392,0.5552477571684963,-78.15304940632919,0.9500000000121612,1.394542531759125,629.3880281408908,52.92185997962952
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,3.4,10000.0,0.505,3600000,-1.5726592147952319e-6,0.00030362846223346896,368.80314093727156,0.4800936312305702,0.584169189196605,0.5005484766983636,-83.16473689524396,1.0016854262843495,0.6650321857935054,6722.902609345962,52.92190194129944
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,3.4,10000.0,0.7525,3600000,2.1292631769143517e-6,9.173410998138762e-5,976.6693573061045,0.48627153308384885,0.6931243900316729,0.4994273504106238,-83.50844033268775,0.95852100993815,1.7556648588033432,909.4301069562105,53.41209006309509
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,3.4,10000.0,0.7525,3600000,3.3040753769800598e-6,0.00031357560803662996,884.7620493766476,0.47381785834255047,0.5068531121221321,0.5605795195503027,-67.67052664417221,0.9580353977643506,0.6082086520380825,6670.339324123756,53.41213297843933
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,3.4,10000.0,1.0,3600000,-4.6851260443532935e-6,7.748027146924942e-5,496.51230582907874,0.4969681018399761,0.7921034210487886,0.9099430467841414,-73.44620128312516,1.2557678380364259,3.2054296309464196,1868.72041271836,50.938591957092285
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,3.4,10000.0,1.0,3600000,-5.464591751492883e-6,0.00020480109046621433,573.4306914648888,0.4720383887035058,0.6887655986393316,0.8029614624037923,-98.58966418793071,1.2369132985703564,0.7940374036174942,8687.111083364824,50.93863391876221
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,4.1,10000.0,0.01,3600000,2.8818677750330063e-6,0.0003085845580811456,420.55560413398604,0.48630844969558684,0.5483620451248492,0.25641478704518095,-71.97116466055533,0.9959064728576656,0.6293048968497926,1232.5892348156708,50.359201192855835
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,4.1,10000.0,0.01,3600000,3.161579101230059e-6,0.0009131929667395812,511.52718843133357,0.47243940222960157,0.43166461666348266,0.4391910646042868,-90.45307511003762,1.02749149472632,0.39224705485281525,3542.913272675929,50.35924220085144
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,4.1,10000.0,0.2575,3600000,-4.547465075026392e-6,0.00012438293166938251,308.67191153127044,0.49726464756623245,0.7099926921992817,0.5983100031460274,-76.79217680515728,0.9500000007027626,0.5204803612790333,1168.8904779507648,53.70747709274292
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,4.1,10000.0,0.2575,3600000,-3.970286741831004e-6,0.00035901855921095994,303.4670469715979,0.4723924752471403,0.5811956725129629,0.5175822588810951,-75.87315864117369,0.9507719078857585,0.486819873150445,6938.00303605141,53.70751905441284
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,4.1,10000.0,0.505,3600000,-5.542037425021198e-5,0.0017215083259503208,319.1569817227239,0.4925831847286345,0.7192277134364055,0.7182143715176643,-76.40632629234011,0.9830648315446789,-0.22696433059247043,112825.51314960794,56.49670100212097
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,4.1,10000.0,0.505,3600000,-5.701516895122668e-5,0.006078127126402632,201.12397592428857,0.4749728692107961,0.552842651386611,0.6707759427174382,-83.02346045346239,0.9924340069635657,0.2447532603669747,448924.1141214674,56.496745109558105
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,4.1,10000.0,0.7525,3600000,7.311165939611833e-7,4.1349660790227454e-5,644.1472552296929,0.48598095342801256,0.5328832802985384,0.265989532735138,-78.32927108548007,1.0658761190140087,2.0652425593644774,513.1057181478038,51.19328498840332
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,4.1,10000.0,0.7525,3600000,6.137700512639529e-7,8.248169236588122e-5,383.0812290959367,0.4701292011297704,0.5269169872039393,0.35391761145764583,-78.44541218285696,0.9640854994945316,0.6140680257635294,9995.474365189315,51.19332814216614
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,4.1,10000.0,1.0,3600000,-1.230570805594743e-6,7.836843134589735e-5,1024.9587377587573,0.49322975347221976,0.5330542038575471,0.49587067900403525,-80.80305562579498,1.1477255492671803,1.7507367385264292,488.0376099974609,49.567659854888916
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,4.1,10000.0,1.0,3600000,-1.338754578314857e-6,0.00030079198503020255,570.2244601495407,0.4729477783642571,0.4941092792096387,0.3525450470079095,-78.08553495099794,0.9631678089610735,0.73347253899488,6508.241263971155,49.56770396232605
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,4.8,10000.0,0.01,3600000,-2.4308388412459727e-6,0.00011832753953385808,644.5869080530081,0.49989849402992376,0.6600566900469159,0.4426695439773885,-83.21973780934063,0.9499999999986468,0.6533627363704628,652.9719239602903,53.346291065216064
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,4.8,10000.0,0.01,3600000,-1.0720731840092894e-6,0.00043806619467821954,398.37426828538713,0.48132343670636885,0.473390307974073,0.5415012348801497,-81.71152402412912,0.9599452215197833,0.6633811071182658,4991.605940589906,53.3463339805603
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,4.8,10000.0,0.2575,3600000,2.1375969343780904e-5,0.00040833707031819353,407.01093972827204,0.47990541802864206,0.8083618717365647,0.5167651396315145,-67.6758252956219,0.9858758849327833,0.39276097090185386,14313.500390276848,53.33144998550415
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,4.8,10000.0,0.2575,3600000,2.3329882566828115e-5,0.0013934701499486294,249.01975690589964,0.4695176363731233,0.6535580858874528,0.5388618800376499,-86.55923132288817,0.9499999999895001,0.3157398406029933,22221.314888693512,53.33149218559265
MidPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,4.8,10000.0,0.505,3600000,-2.7503006082906698e-6,0.00011463403865948978,936.9574134921938,0.4995887704898248,0.7418997232687178,0.28870572057438787,-96.62314516444394,1.007648880960799,1.1120871086284707,677.70175855134,53.00175189971924
MicroPrice,1,1,14,20.0,15.0,5.0,40.0,5.0,40.0,0.17,2.5,4.8,10000.0,0.505,3600000,-4.55933826044265e-6,0.0003549311345581361,995.2515605250001,0.4790754438944177,0.5895800485864531,0.20451902734637348,-85.40578332042072,1.0088947693742458,0.7286799138084002,6786.097127693759,53.00179409980774
