Series,Nt,Nv,Nh,Lambdal,Lambdah,LambdalMin,LambdalMax,LambdahMin,LambdahMax,Delta,Kappa,Nu,M0,Sigma,T,Mean,StandardDeviation,Kurtosis,KolmogorovSmirnov,Hurst,GPH,ADF,GARCH,Hill,Objective,RunTime
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,2.7,10000.0,0.505,3600000,-9.927957937988438e-5,0.010943187249431361,114.01168335015329,0.4022135314755331,0.4244425030867796,0.467873732737911,-67.04452155357993,0.9611683421269863,0.2576927513609652,1.5849964089618395e6,35.53646397590637
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,2.7,10000.0,0.7525,3600000,-3.46317737024873e-5,0.0003609408419437043,78.79866907552876,0.45468179812035125,0.8012411439042431,0.5646118955531777,-60.456310126308686,1.0161851800670385,0.6933924634430689,32497.32935043719,34.17682504653931
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,2.7,10000.0,0.7525,3600000,-3.4560191132153915e-5,0.0015153155461629718,140.2301420089433,0.41340656062747394,0.5755685877512237,0.6270582543047597,-62.78664159603725,1.0313269121260964,0.32673311935121224,43109.24932474148,34.176876068115234
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,2.7,10000.0,1.0,3600000,4.971731574665194e-5,0.0013922877278325439,283.1098038093704,0.4635710891646761,0.6728361054685593,0.5147648895516999,-52.57433184543245,0.919376143067936,0.013902222768590593,85630.83531638006,38.7271511554718
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,2.7,10000.0,1.0,3600000,5.21572999013815e-5,0.0052041520129643744,297.61096117074135,0.45786005658986556,0.5317727487218703,0.7112568705550925,-68.19216118721289,0.9181136538576748,0.012532827681274845,327136.76185654977,38.727198123931885
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,3.4,10000.0,0.01,3600000,9.555146661056183e-7,0.00013960383625347012,652.3670158607682,0.4614985286439787,0.5355123692094571,0.3059168600980229,-68.51534977759638,1.0796524355006998,1.2977416285034038,516.1569003110458,36.82864785194397
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,3.4,10000.0,0.01,3600000,1.3249050040264964e-6,0.00045211299698912083,392.7773915906795,0.4421433168037026,0.4853593279723547,0.29322048282807534,-67.64692914940346,0.9499999999901837,0.49476005468131534,5032.168413002318,36.82869505882263
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,3.4,10000.0,0.2575,3600000,6.8876551751210815e-6,0.0001047120218788613,403.98244706984053,0.4499602379589109,0.6356847764237653,0.7378028950445255,-67.90787514926507,1.0355135609324784,0.9069181612770841,1831.5580619028879,35.871005058288574
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,3.4,10000.0,0.2575,3600000,6.507977005609155e-6,0.0005182405106462745,493.4833693541395,0.425545298789865,0.46197151541101605,0.34381548702762976,-77.63146759306714,1.20362918403056,0.5625520645817431,4827.697014861847,35.8710560798645
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,3.4,10000.0,0.505,3600000,-0.00011749419526281877,0.0015321735182060457,125.65826165762485,0.4665766754873483,0.7719620352632806,0.7395415412834146,-59.277454920224045,1.0345315067055842,0.5001113068201319,382649.6159933397,36.35009694099426
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,3.4,10000.0,0.505,3600000,-0.00011922326526327367,0.0054237423556217175,90.48547837908104,0.4115928305404346,0.5719036625737376,0.5458761637487968,-68.29208395130586,1.0957691479854088,0.2041263912488665,646233.7642940453,36.35014295578003
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,3.4,10000.0,0.7525,3600000,-7.74162841013432e-5,0.002355354169393869,247.66340621870228,0.4584517829554754,0.6026834518768903,0.6042752430634932,-62.48497945542966,0.9874847862839919,0.44875076977848893,219867.97540359222,36.477384090423584
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,3.4,10000.0,0.7525,3600000,-7.833219989506604e-5,0.007612789899146421,225.05975133959666,0.42369485720946487,0.5396183948693324,0.6306258317052686,-69.17315847045754,1.0285962124173544,0.171981639161791,760382.7995487729,36.4774329662323
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,3.4,10000.0,1.0,3600000,-1.4990144794498259e-5,0.00016391867026444376,122.83977940569433,0.46323463975508783,0.8513556791925205,0.7145172981082797,-57.97403289974319,0.9359672941528941,1.5565858736609168,6224.478123274178,36.73052191734314
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,3.4,10000.0,1.0,3600000,-1.3576561633252404e-5,0.0005548186668779668,145.22763868640797,0.43169286449405775,0.6652618095881799,0.7744819716123461,-66.54854188826133,1.0305269133253678,0.49526712478177565,10210.655527222967,36.73057198524475
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,4.1,10000.0,0.01,3600000,3.701694362024922e-6,0.0031634467215357082,171.17186202130512,0.4302673529142814,0.5174660839979105,0.4967234676677423,-61.72288900096877,1.0354461071912673,0.23789818768913598,121659.35568107116,36.3621129989624
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,4.1,10000.0,0.01,3600000,3.279562030440115e-6,0.010259924120498642,64.53700591330669,0.41121277926352484,0.3751249317137202,0.6150341262669673,-64.87375213732236,1.0012458797984292,0.19519946057750065,1.1690675434405361e6,36.362163066864014
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,4.1,10000.0,0.2575,3600000,6.785693451402357e-5,0.000792414881596768,101.93513914239853,0.4379040924665876,0.6019294410209801,0.4121207179719249,-58.570602799510695,0.9697059399680207,0.2881340804865352,125147.82313350787,35.66182994842529
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,4.1,10000.0,0.2575,3600000,6.858995451263602e-5,0.002695999958598992,84.11541361256359,0.4105776779750743,0.4239419810790148,0.5219165711021743,-67.42158932221597,1.0014938929104082,0.04723348409516097,166983.2117181621,35.661876916885376
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,4.1,10000.0,0.505,3600000,-2.954944894216221e-5,0.0004924974532735921,387.47432065790576,0.47122628980493997,0.7191070648494617,0.43828640222215337,-52.02239472689319,0.950000003107756,1.3592102111345565,25035.32771372763,35.882580041885376
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,4.1,10000.0,0.505,3600000,-2.780932046409628e-5,0.0016929811837660888,780.7126906460944,0.4361999664098068,0.6301333155606648,0.48192741556683505,-63.45999187744226,1.0290375232005575,0.5040089401035044,35561.139811208326,35.88263416290283
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,4.1,10000.0,0.7525,3600000,-0.0001474233436921636,0.0023170835432227152,592.4647712499566,0.49873048636410316,0.7141173101775978,0.4082745900405573,-52.848015915687114,1.098924743543262,0.04335787225915765,625079.0744782559,39.21218490600586
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,4.1,10000.0,0.7525,3600000,-0.0001477389463425476,0.005915719009874242,352.2214532653989,0.4626090027245893,0.593919084149923,0.6499644462106425,-69.92595971338733,0.9833181510232958,0.40172714156825157,904027.8947949321,39.21222901344299
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,4.1,10000.0,1.0,3600000,0.0001759131680944497,0.004413995851429931,94.31199201688415,0.3910560905645531,0.5551655650799096,0.42955293463926775,-56.85754005589313,1.0062644331840738,0.9029142666476561,1.0684651804290395e6,35.892050981521606
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,4.1,10000.0,1.0,3600000,0.0001753594796248181,0.01609583557874331,45.75369726098507,0.39335278961303494,0.4311846535638443,0.5402837756447978,-70.2129703881848,1.00137041132765,0.8297744157934221,3.939075133386219e6,35.89210081100464
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,4.8,10000.0,0.01,3600000,2.8971440933396474e-6,6.700326233422716e-5,349.3230283230496,0.46287875987017013,0.6675170603438716,0.5389728486257956,-71.49532109442946,0.9500000007048176,1.614777033235087,914.8412273829181,37.284879207611084
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,4.8,10000.0,0.01,3600000,1.0476317208107005e-6,0.00023813402669107603,423.7873312367617,0.4443579581945865,0.5132595824819876,0.3939369436174929,-83.10097298615501,1.0418902815880933,0.6167906722083415,7194.102584976043,37.28492498397827
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,4.8,10000.0,0.2575,3600000,-2.6960229319060326e-5,0.00035629649828278713,260.20734072288735,0.4821495133266925,0.9284259412819247,0.576785764793395,-64.04652189342593,0.9499999999986766,0.9456855685031884,20075.93625433749,36.30319380760193
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,4.8,10000.0,0.2575,3600000,-2.61474275628437e-5,0.0013238977238445467,275.7273077097802,0.44822759032662685,0.6239857132912267,0.5978828673918428,-68.83321092346597,1.030004366960063,0.4247327236222375,26547.171523301324,36.30324101448059
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,4.8,10000.0,0.505,3600000,8.71558786295778e-6,7.921871407216937e-5,189.96877243101017,0.45383819967216693,0.7994747285410337,0.43589584457539565,-61.51554859620478,1.21538074592333,0.6430234574175586,2807.503847589841,33.935060024261475
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,4.8,10000.0,0.505,3600000,1.100622777004033e-5,0.00023717576703766703,513.8119020326668,0.42343486238097017,0.6061834941624792,0.6019204135338105,-55.21589505003685,0.9651196681145324,0.6966770892423682,9929.086358801515,33.935346841812134
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,4.8,10000.0,0.7525,3600000,3.4776646645408586e-5,0.002365406886589565,124.85286434919621,0.42637411851956764,0.4725553802384512,0.6712637316538418,-66.44334835320882,0.9485943982529966,0.3512682814987685,98905.02383143108,35.874661922454834
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,4.8,10000.0,0.7525,3600000,3.617801482590162e-5,0.007965274365660382,118.21839040655146,0.4105580872126531,0.4201744816759071,0.5806745134593453,-70.28524503996523,1.110425575980558,0.25732651219794134,708626.8073731762,35.874711990356445
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,4.8,10000.0,1.0,3600000,-5.499812524803243e-6,9.559457139738811e-5,544.4311395337808,0.4765775980263272,0.6663340277361979,0.22243860965613077,-62.00737363461167,0.9499999996944345,2.216238188586423,1241.9588946241633,35.11477208137512
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,2.5,4.8,10000.0,1.0,3600000,-5.037547727515691e-6,0.0003087181449069978,425.40025473256503,0.4429971314415601,0.4251654118332194,0.5195373054888022,-64.16511257165585,0.9816298579233278,0.7302177677655906,7273.96428245099,35.11482310295105
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,2.0,10000.0,0.01,3600000,-1.277443999782305e-6,0.00017149098815533157,385.73606857645564,0.4790203456924429,0.4730243395439415,0.7877759805008346,-67.76748179746974,1.0226280653230768,1.0426101662136706,731.9682886416466,38.233675956726074
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,2.0,10000.0,0.01,3600000,-1.3903886140152488e-6,0.0005731575333906686,245.61567149493592,0.45679028755990864,0.46411593534604695,0.7302792572217593,-71.50406797872422,0.9899982319559519,0.42679843773659215,4331.5536112346645,38.23372292518616
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,2.0,10000.0,0.2575,3600000,-4.182423711945786e-6,9.02882922091788e-5,380.14696726336376,0.4896360334403392,0.7358556199678902,0.7474905996893253,-67.36115252793371,0.9985465386017948,1.3831333635758798,1049.1167680679268,34.96833801269531
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,2.0,10000.0,0.2575,3600000,-3.9190606356906155e-6,0.00037896622619998697,345.00423804787795,0.4554700187221073,0.5977146975415899,0.8553226610101972,-64.30444016629882,1.0259671623129114,0.596221667094525,6610.2823078519,34.96838903427124
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,2.0,10000.0,0.505,3600000,8.93292050105364e-6,0.00014892213673625796,140.82021877763762,0.45034513038826185,0.6632585716727939,0.34937451045661666,-65.45535011155319,1.025058489468481,0.48050083550870026,2523.6028548961176,36.28388810157776
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,2.0,10000.0,0.505,3600000,7.040558812881954e-6,0.0005629575741494411,186.35592600136968,0.42529466195018256,0.5100920613547774,0.38505094695814307,-76.42442287721082,1.0788381154006221,0.5114742198813351,4805.177102234324,36.28393292427063
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,2.0,10000.0,0.7525,3600000,-6.2126393909408185e-6,9.2449332437809e-5,212.753947076988,0.47933289329685813,0.8128021954695116,0.7580680393549983,-55.602386336336885,0.9961637855085111,2.0799137542503305,1736.7254477491606,37.28925800323486
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,2.0,10000.0,0.7525,3600000,-6.671873304766225e-6,0.0004217538963895198,320.36975063903105,0.4492395945634391,0.5477822233222425,0.42411924668995793,-72.09181562470329,1.0866571460726997,0.6121222832797623,6979.830091736862,37.289308071136475
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,2.0,10000.0,1.0,3600000,-9.813991906454496e-5,0.0011981342213398082,112.52623770444148,0.45497240390373983,0.6150923656338494,0.6416148170130991,-60.70221449657646,0.980903109222896,0.315037506623854,265988.6610989805,37.194052934646606
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,2.0,10000.0,1.0,3600000,-0.00010000544254792626,0.005585039224934764,116.87881609890175,0.4025777101601443,0.4028692264981878,0.5823131052865342,-69.14195058003709,1.027017638988323,0.3569892429180776,556945.7606830193,37.194101095199585
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,2.7,10000.0,0.01,3600000,8.356073627139413e-8,8.033264976183188e-5,757.4496142031608,0.48694269444818855,0.6355317977985705,0.3552405531067049,-63.190800228646864,1.0646313403808638,1.7044994928542345,598.6617342298396,37.54751682281494
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,2.7,10000.0,0.01,3600000,-1.4039957520325607e-6,0.00022965457834265912,488.99188826569963,0.46107006483156,0.49514411261176067,0.3962466115795512,-69.7330922889648,1.305735286706668,0.6689596946781655,8025.0134489433885,37.54757785797119
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,2.7,10000.0,0.2575,3600000,-3.013329250230329e-7,8.842792198267511e-5,439.1915421459691,0.4814349409599088,0.6209503334644986,0.593149237773892,-69.16718030928745,1.0376629841857175,1.3425154470252894,547.5251747506665,36.05461287498474
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,2.7,10000.0,0.2575,3600000,-1.048249119883505e-6,0.0002611132212076019,392.6541401260366,0.4564722849512432,0.5060706471034261,0.6997665006822263,-62.09692895215486,0.9499999999838932,0.6014095085264358,7362.524929677229,36.05466103553772
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,2.7,10000.0,0.505,3600000,-6.493122624262033e-5,0.0011785846255445837,131.64044859291295,0.4601696637646945,0.6325946178598526,0.7153376373959885,-61.740938940293994,0.90356915077274,0.16254956394247722,124785.78092595676,36.75989890098572
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,2.7,10000.0,0.505,3600000,-6.676989507273735e-5,0.0069403896930019535,156.2202145273165,0.43373418600816743,0.4911940159237976,0.8973575439155909,-78.4650780541092,0.9544152023911023,0.04534759765310596,604375.7655258399,36.75995397567749
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,2.7,10000.0,0.7525,3600000,9.325104604741218e-7,8.396418303551101e-5,756.8009884854615,0.4796977623604538,0.49442855270590663,0.33702866778359564,-40.54110656877181,0.9500000000021599,1.9937898487207728,773.9517232383697,35.54500985145569
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,2.7,10000.0,0.7525,3600000,-1.4763165042037338e-6,0.0002661659777675353,1250.5127332831826,0.4565024012012466,0.501884229418168,0.3065621746301338,-41.95292115962626,0.9910115507815521,0.6912607114000242,7835.297158003616,35.54505491256714
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,2.7,10000.0,1.0,3600000,0.0001439135727841526,0.0026244686435998267,306.74601388156464,0.4722308518763013,0.8917749510615881,0.6235534033660175,-63.62917480695139,1.0657544003148198,-0.024581646887075637,629841.1306414702,39.6235568523407
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,2.7,10000.0,1.0,3600000,0.0001452996514380468,0.0122385378031155,295.4325840492491,0.47146607267174917,0.5140945714223608,0.5349746369340496,-66.93070935802358,0.9926620369694851,0.056452195451998144,2.2906556773145744e6,39.62360501289368
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,3.4,10000.0,0.01,3600000,-1.3112394984453366e-6,7.701795318260682e-5,285.749571912539,0.48442632213020675,0.5034866136937077,0.40087988120208357,-70.43628111521996,0.9904403606261403,1.362980395411483,451.2223444419527,36.74525594711304
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,3.4,10000.0,0.01,3600000,-2.265141680639438e-6,0.00031068962265405246,590.7913187626522,0.4571339419317468,0.4970023071186451,0.287452506379098,-65.89869313872968,1.0502415098179716,0.5417781398625817,7172.650791889333,36.7453031539917
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,3.4,10000.0,0.2575,3600000,5.0386633829345375e-5,0.0006672007245668035,87.98933565854004,0.42808131501877983,0.6032922445941525,0.6619484679567873,-61.25358724748826,1.0230250321934646,0.3789597531444444,70045.22627809372,34.912795066833496
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,3.4,10000.0,0.2575,3600000,4.9155920109580174e-5,0.0029878720737203782,74.35981055519711,0.40534655388384866,0.3736714194780978,0.5232806220716253,-60.91521971256217,1.0094929378523907,0.13723759933598276,123739.32345757731,34.912842988967896
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,3.4,10000.0,0.505,3600000,-7.574844534413363e-6,9.468766110315008e-5,360.2913654572184,0.47773289214655323,0.8360763867367471,0.42640292794474605,-58.84604478853628,0.9500251834641487,1.885924726565192,2032.469864209589,34.20848798751831
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,3.4,10000.0,0.505,3600000,-7.072979539497049e-6,0.0002952407568259812,169.7119408251096,0.44140787760991973,0.7225646984882355,0.7067794164997759,-74.40643569373574,0.967889738729342,0.5259258442561573,8767.317897615378,34.20853590965271
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,3.4,10000.0,0.7525,3600000,-9.431551384778987e-5,0.0016663792005665817,302.86602316805033,0.486072300198495,0.8270349706338543,0.3692986892759964,-62.04864573515278,1.0771832148115184,0.14401982723931053,261503.65806206132,36.853147983551025
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,3.4,10000.0,0.7525,3600000,-9.467733348872779e-5,0.005990336659194338,210.80505465792658,0.4490883311723351,0.581711170848172,0.4174261448120396,-72.36153402699723,0.9667291019251373,0.07364462609534558,581787.1899691586,36.85319805145264
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,3.4,10000.0,1.0,3600000,-5.646045478686617e-6,0.0001740531101049262,452.90131017392713,0.4685164963217656,0.6082700455569321,0.3816689925059862,-62.850180389013985,1.0679898526347817,1.1973333016473693,1433.8758960027058,34.30830502510071
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,3.4,10000.0,1.0,3600000,-7.202882521661715e-6,0.0006731559266661325,171.22400921094015,0.43572429758443393,0.3669175597819715,0.6904881829456494,-75.32207564767796,1.2472833362192077,0.4412432853840891,5448.238342942134,34.30835795402527
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,4.1,10000.0,0.01,3600000,-2.9536432852340307e-6,0.00010403989962356245,284.87182749544365,0.4744386861030645,0.8495274685144135,0.5450712177161238,-62.46506433567769,0.9500000006550908,2.0713200350697076,1218.8599236707482,36.31024098396301
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,4.1,10000.0,0.01,3600000,-4.080171313248517e-6,0.00030339525452444355,685.0201487374153,0.4568627615616081,0.5656979175232922,0.4539595463584972,-62.52916195067239,1.0180137253244128,0.604317086078305,7675.0521907680895,36.310287952423096
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,4.1,10000.0,0.2575,3600000,1.4611354875224058e-5,0.00020291707557127777,136.74745886084068,0.46821087492098856,0.820456562585551,0.6653324216647801,-64.53865413153942,0.9500000000014631,0.4837023739465763,6812.616696310303,37.035444021224976
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,4.1,10000.0,0.2575,3600000,1.2759674678982098e-5,0.000708382203438047,139.28985195613316,0.4541139866399636,0.6512932502837394,0.6191633970968857,-72.40813492242306,1.1485449162726453,0.28866352390004263,7773.715557456237,37.03549098968506
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,4.1,10000.0,0.505,3600000,7.148889398492767e-5,0.002403809182101896,154.00783639312755,0.4557006341265708,0.4685937587796146,0.42304502039103425,-61.3611216340777,0.9499999999322629,0.026129023770054126,200431.39208029618,37.83543419837952
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,4.1,10000.0,0.505,3600000,7.142750308937176e-5,0.010108569903025605,131.86201953953872,0.4529773755905945,0.3576981385435888,0.47728002053092944,-67.3818836531564,0.9708113521218352,-0.15063424066634654,1.2672107610100657e6,37.83548617362976
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,4.1,10000.0,0.7525,3600000,1.9541938955348584e-5,0.00019101896242612593,107.08402385117382,0.43473869316042807,0.6612662173526656,0.33827525321850527,-63.165079270419746,1.0161920035256853,0.7647955194677448,10531.78210593485,34.582602977752686
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,4.1,10000.0,0.7525,3600000,2.1610840010249044e-5,0.0007649465263120588,83.20346304266091,0.4071178630109689,0.47744122710876014,0.5408437546533144,-73.2437444468263,0.9582426641779221,0.3622208565776529,13658.387034172716,34.582651138305664
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,4.1,10000.0,1.0,3600000,9.320956248093027e-6,0.00012666933867239754,259.9060693506773,0.4592352304550464,1.0560656478880766,0.7043790635677142,-69.49199764149951,1.0900769360865792,1.0571716886875482,4480.853524572581,34.88278007507324
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,4.1,10000.0,1.0,3600000,7.62016114687854e-6,0.00047209569136831607,228.43936058055033,0.43636562049005734,0.7254538793602772,0.6411789051724774,-77.35185697240257,1.0465509903061634,0.5734342728156324,6374.507923281438,34.88282895088196
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,4.8,10000.0,0.01,3600000,-7.975984989813252e-7,0.0001384384365418618,600.8292719226076,0.46885319343535314,0.5393425599243544,0.23470565094519677,-64.09550922358953,1.048701587307921,1.4868629829894904,544.6559347766433,36.95360493659973
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,4.8,10000.0,0.01,3600000,-3.591292992566462e-7,0.0004424574427819702,308.68542517548235,0.4519121196878877,0.5045971207807005,0.30055903651540233,-61.85474747390331,1.1238652383309622,0.5026009097694694,5542.085136996072,36.95366597175598
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,4.8,10000.0,0.2575,3600000,2.15171256989585e-5,0.0002654468200443203,183.1393488994649,0.44645477742282447,0.6734619060919714,0.5937594878367789,-60.962425539474985,0.9500000000040005,0.4695292555365343,12858.229407439081,36.06198191642761
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,4.8,10000.0,0.2575,3600000,2.2483072570974015e-5,0.0008820289598431627,101.24175969941534,0.4190999814302694,0.4397491603848153,0.6730363787282481,-68.27711669008904,0.9514928576977107,0.19377110645761067,14602.530745410435,36.06203293800354
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,4.8,10000.0,0.505,3600000,2.421201332788361e-6,4.028891911410211e-5,307.8668283165357,0.4744918554269152,0.657565153542471,0.23514527286304954,-56.452509975613154,1.0829883320968148,2.0365161481786815,895.204683689988,36.08895015716553
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,4.8,10000.0,0.505,3600000,2.7783054460756746e-6,6.590999077830904e-5,270.132590380202,0.456884720538533,0.6542289532929629,0.31370870299483267,-65.35946934758283,0.9499999995897651,0.6476012071795845,10691.524269614123,36.08901309967041
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,4.8,10000.0,0.7525,3600000,-6.96464707238771e-5,0.0016395522085025974,282.901827960906,0.4934929769348732,0.7144322674159261,0.39734059156973733,-63.87516798861261,0.9818728628845272,0.15283626692187996,156011.76387384025,38.230571031570435
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,4.8,10000.0,0.7525,3600000,-6.932007329366792e-5,0.0052445079245311485,190.35817416744996,0.465314861423467,0.6197741727530528,0.40913480262079815,-75.35099748896491,0.9946668815018378,0.2531164760872664,383982.27784312516,38.23062205314636
MidPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,4.8,10000.0,1.0,3600000,-9.685052197534456e-5,0.0019212408290517494,142.07245642640368,0.462848369759937,0.7830723586803093,0.4030777856133128,-61.407990669581594,0.9495178442151281,0.15224569715824257,284614.1976975347,36.134192943573
MicroPrice,1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.09,3.0,4.8,10000.0,1.0,3600000,-9.819671975261513e-5,0.007364002171863188,84.99758949104469,0.4223900479461457,0.578564439682372,0.7396292883109151,-64.84743742983318,1.0026076958972234,0.001239718871190351,805705.9163210349,36.13424015045166
