Nt,Nv,Nh,Lambdal,Lambdah,LambdalMin,LambdalMax,LambdahMin,LambdahMax,Delta,Kappa,Nu,M0,Sigma,T,Mean,StandardDeviation,Kurtosis,Hurst,GPH,ADF,GARCH,Hill
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,1.5,2.0,10000.0,0.55,3600000,-0.00015508080670578059,0.009054961987981449,476.10570000986155,0.6957876104097164,0.628688678834588,-58.27974787060022,0.983209815754313,0.1436091810429701
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,1.5,2.0,10000.0,0.775,3600000,-0.00015508080670578059,0.009054961987981449,476.10570000986155,0.6957876104097164,0.628688678834588,-58.27974787060022,0.983209815754313,0.1436091810429701
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,1.5,2.0,10000.0,1.0,3600000,-0.00015508080670578059,0.009054961987981449,476.10570000986155,0.6957876104097164,0.628688678834588,-58.27974787060022,0.983209815754313,0.1436091810429701
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,1.5,2.25,10000.0,0.1,3600000,2.370751425896575e-5,0.0017682583784720022,179.84294080812546,0.5394932741259771,0.41257950856372183,-64.72141205288808,0.9789249649064089,0.32616342220768724
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,1.5,2.25,10000.0,0.325,3600000,0.00011673790742400968,0.002900752195847715,305.7794124629206,0.716710883228183,0.5986847258344399,-64.76766902567113,1.2032172677308148,-0.04693350450135582
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,1.5,2.25,10000.0,0.55,3600000,0.00011411022107959871,0.002888360496209979,301.93915362006373,0.723332186867426,0.35206719528832425,-66.83600454103261,1.2643772430041196,-0.008467339089301239
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,1.5,2.25,10000.0,0.775,3600000,0.00011411022107959871,0.002888360496209979,301.93915362006373,0.723332186867426,0.35206719528832425,-66.83600454103261,1.2643772430041196,-0.008467339089301239
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,1.5,2.25,10000.0,1.0,3600000,0.00011411022107959871,0.002888360496209979,301.93915362006373,0.723332186867426,0.35206719528832425,-66.83600454103261,1.2643772430041196,-0.008467339089301239
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,1.5,2.5,10000.0,0.1,3600000,2.5807287378701645e-5,0.0008756434146915916,130.89440368456582,0.4559468818930645,0.6307759455776525,-62.67372072638818,1.0666985409894676,0.27309682582681777
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,1.5,2.5,10000.0,0.325,3600000,7.982362951242659e-5,0.002857671060199358,572.8288251290195,0.6503305981464683,0.4427226229654717,-63.7704577884435,0.9381089295975181,0.329308174031676
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,1.5,2.5,10000.0,0.55,3600000,8.551293753650446e-5,0.0027946861875106613,599.0203817179644,0.6667373802515111,0.4833717869053525,-65.5728309036314,0.9837267696894905,0.013468429577239479
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,1.5,2.5,10000.0,0.775,3600000,8.551293753650446e-5,0.0027946861875106613,599.0203817179644,0.6667373802515111,0.4833717869053525,-65.5728309036314,0.9837267696894905,0.013468429577239479
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,1.5,2.5,10000.0,1.0,3600000,8.551293753650446e-5,0.0027946861875106613,599.0203817179644,0.6667373802515111,0.4833717869053525,-65.5728309036314,0.9837267696894905,0.013468429577239479
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,1.5,2.75,10000.0,0.1,3600000,1.0023855799299262e-5,0.00020856787129132153,402.51448412433376,0.6795289361029352,0.7010483560256686,-59.153222755336365,1.0393149035549252,0.8379987057492412
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,1.5,2.75,10000.0,0.325,3600000,7.310310353440629e-5,0.0024603780982379647,284.79132156870037,0.6336779765378199,0.5712485629124395,-62.2474863857339,0.9947650739059339,0.23908665661869966
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,1.5,2.75,10000.0,0.55,3600000,0.00011405320086699503,0.0025380287502741257,281.2697186886209,0.7231353325575439,0.3995656113871583,-64.70624700634028,0.9119991685534693,0.0004957236847752432
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,1.5,2.75,10000.0,0.775,3600000,0.00011405320086699503,0.0025380287502741257,281.2697186886209,0.7231353325575439,0.3995656113871583,-64.70624700634028,0.9119991685534693,0.0004957236847752432
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,1.5,2.75,10000.0,1.0,3600000,0.00011405320086699503,0.0025380287502741257,281.2697186886209,0.7231353325575439,0.3995656113871583,-64.70624700634028,0.9119991685534693,0.0004957236847752432
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,1.5,3.0,10000.0,0.1,3600000,2.3699949064898686e-5,0.0004859543962513916,375.16769472381344,0.6212507482808804,0.5901208607664544,-62.71533939955579,0.9515812459880856,0.5475421155918764
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,1.5,3.0,10000.0,0.325,3600000,7.11156433644275e-5,0.003767001712701718,346.96886124451265,0.5693978070828533,0.38084994730793076,-61.185186066941256,1.0600374707733566,0.24470403199484703
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,1.5,3.0,10000.0,0.55,3600000,0.00013143932992336747,0.0038742243357141955,313.12214573620474,0.5779923721043464,0.3083519584707884,-60.67437918786409,1.163961729968943,0.4631500858192352
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,1.5,3.0,10000.0,0.775,3600000,0.0003155477138920029,0.009556909946439457,799.6130829129434,0.5606327921657436,0.4614062346806634,-66.13040756775163,0.9732647286544642,0.46994650816064104
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,1.5,3.0,10000.0,1.0,3600000,0.00022629085700812726,0.006142888066422285,114.88717524633674,0.6256637186964438,0.4487117386238519,-60.43644015009225,0.9948998570889057,0.3070459138838974
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,2.0,10000.0,0.1,3600000,1.8339599595089835e-5,0.0007821367373941355,372.8736308149604,0.5361447723634251,0.3895932799974542,-62.408238229225944,1.021048925769929,0.47237041323460843
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,2.0,10000.0,0.325,3600000,0.00012476641624797248,0.003928122554657855,563.7699375459504,0.7866674337567784,0.6140374942228453,-67.35417802457265,1.0790025537768027,0.17693909541843464
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,2.0,10000.0,0.55,3600000,0.0001252990156182739,0.003925223914738117,565.2311137772457,0.786023852851523,0.6265073023910979,-67.43702936232985,1.0792751931234243,0.17196268117323124
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,2.0,10000.0,0.775,3600000,0.0001252990156182739,0.003925223914738117,565.2311137772457,0.786023852851523,0.6265073023910979,-67.43702936232985,1.0792751931234243,0.17196268117323124
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,2.0,10000.0,1.0,3600000,0.0001252990156182739,0.003925223914738117,565.2311137772457,0.786023852851523,0.6265073023910979,-67.43702936232985,1.0792751931234243,0.17196268117323124
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,2.25,10000.0,0.1,3600000,2.360047667263198e-5,0.0016181798188201484,149.41160211429448,0.6783673242419495,0.573062227638678,-62.07108563442725,0.9384556037162816,0.15902925184132452
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,2.25,10000.0,0.325,3600000,0.0001035824632402615,0.0030139798775897235,215.6239358074703,0.6374043734473741,0.5876185092677447,-63.47121275157374,0.9958933473293563,-0.04401989976399365
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,2.25,10000.0,0.55,3600000,0.00010969228490563003,0.0026407470440765394,297.76455920652467,0.7499362938585408,0.3958393437679668,-65.06497545707877,0.9844550336683136,-0.020127407739214884
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,2.25,10000.0,0.775,3600000,0.00010969228490563003,0.0026407470440765394,297.76455920652467,0.7499362938585408,0.3958393437679668,-65.06497545707877,0.9844550336683136,-0.020127407739214884
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,2.25,10000.0,1.0,3600000,0.00010969228490563003,0.0026407470440765394,297.76455920652467,0.7499362938585408,0.3958393437679668,-65.06497545707877,0.9844550336683136,-0.020127407739214884
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,2.5,10000.0,0.1,3600000,2.344230020350562e-5,0.0015270588134471698,209.16323805706818,0.5855430157386752,0.46181503229594345,-62.6423630496031,1.026722687095747,0.3998870055638375
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,2.5,10000.0,0.325,3600000,7.87668822923968e-5,0.00407249207833853,751.42378879768,0.558590902645577,0.3328360762916725,-61.42565243913903,1.0002303514582942,0.3731311524057876
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,2.5,10000.0,0.55,3600000,0.00011154799590319156,0.0037466482880242407,971.351420606525,0.6441834402969776,0.29290359646632935,-64.58941290673069,0.9500000734895548,-0.03336367449131298
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,2.5,10000.0,0.775,3600000,0.00011154799590319156,0.0037466482880242407,971.351420606525,0.6441834402969776,0.29290359646632935,-64.58941290673069,0.9500000734895548,-0.03336367449131298
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,2.5,10000.0,1.0,3600000,0.00011154799590319156,0.0037466482880242407,971.351420606525,0.6441834402969776,0.29290359646632935,-64.58941290673069,0.9500000734895548,-0.03336367449131298
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,2.75,10000.0,0.1,3600000,1.973337562742142e-5,0.0016738489908461078,149.23428824299793,0.5568374506703098,0.36322641077381257,-59.540642989295414,0.9444140844929583,0.14314115082212753
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,2.75,10000.0,0.325,3600000,7.907309281172699e-5,0.004966535632828812,244.90927041324164,0.5046978447394236,0.4642132979426444,-60.58210018209813,0.9877150437991112,0.06904417284365004
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,2.75,10000.0,0.55,3600000,0.0001292689510249914,0.003268276605039929,323.62098796484673,0.5760892449597629,0.32108806072906576,-64.21409396564921,0.9500001537767002,0.18518542697582724
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,2.75,10000.0,0.775,3600000,0.0002167776209279932,0.005050923311560925,86.16126271837716,0.5192377962041188,0.22764542989721023,-63.30261727338617,1.0754648522029522,0.4657148037555537
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,2.75,10000.0,1.0,3600000,0.00023911066300395903,0.0045620240860538095,113.39536052398425,0.6268093380273556,0.27256816086007324,-61.46219679633876,0.9961685409847671,0.17027907283116958
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,3.0,10000.0,0.1,3600000,2.7074871803920567e-5,0.0016285801202848547,346.76787951069133,0.6380502262752571,0.40276871253736546,-63.59684346251898,1.307550961814016,0.08934152498039741
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,3.0,10000.0,0.325,3600000,8.526543055102026e-5,0.004120230730874134,215.63772498334643,0.6192222882262702,0.4163662818431347,-62.05356405364469,1.0393641787928107,0.23794883587817198
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,3.0,10000.0,0.55,3600000,0.00012866778014646764,0.003150704716216995,369.75337263727346,0.6602845707050113,0.4918838103176987,-63.02915645656894,0.9501638280665816,0.2315531157560365
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,3.0,10000.0,0.775,3600000,0.00019571710953091094,0.0036246115698339966,215.7614823218334,0.6095774845723949,0.4529949340394228,-61.75741887627164,0.9654198175223454,-0.08731800027781188
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.0,3.0,10000.0,1.0,3600000,0.00024174894813705524,0.004144764639381946,143.61335248454137,0.67830716725046,0.3917254845652926,-60.53475199575252,1.1235674935833977,0.4960813254975882
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,2.0,10000.0,0.1,3600000,5.773972228505247e-6,8.679480792888027e-5,262.6419047292956,0.6538410479248087,0.44260927332704997,-66.53198506460765,1.028330773537991,1.2600414336481518
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,2.0,10000.0,0.325,3600000,5.835116778387186e-6,8.773904423206625e-5,255.26278891916002,0.6398918565986899,0.4444140526888184,-66.26610780487601,0.9500000000194585,1.221430305371813
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,2.0,10000.0,0.55,3600000,5.835116778387186e-6,8.773904423206625e-5,255.26278891916002,0.6398918565986899,0.4444140526888184,-66.26610780487601,0.9500000000194585,1.221430305371813
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,2.0,10000.0,0.775,3600000,5.835116778387186e-6,8.773904423206625e-5,255.26278891916002,0.6398918565986899,0.4444140526888184,-66.26610780487601,0.9500000000194585,1.221430305371813
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,2.0,10000.0,1.0,3600000,5.835116778387186e-6,8.773904423206625e-5,255.26278891916002,0.6398918565986899,0.4444140526888184,-66.26610780487601,0.9500000000194585,1.221430305371813
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,2.25,10000.0,0.1,3600000,2.3697015801128737e-5,0.0014894030841020765,106.32855266759701,0.6872522551133801,0.5561140342001711,-64.2538792778934,0.9414439847122023,0.07374983663203749
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,2.25,10000.0,0.325,3600000,7.794174877137909e-5,0.0035417742682452096,171.58588714709637,0.6174841961133871,0.2694826319601203,-61.276133894221786,0.9447448628901056,0.3377909946811293
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,2.25,10000.0,0.55,3600000,0.00011989100361599618,0.003817348084507329,195.626454954368,0.6520836758463946,0.5062813528250648,-62.601760649268705,0.9983827226052653,-0.030143932907814933
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,2.25,10000.0,0.775,3600000,0.00018239179985286136,0.005584593725381462,148.77628418660876,0.6554021955795303,0.38904907587252435,-61.834675588912255,0.9804644675935651,0.18460730122003943
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,2.25,10000.0,1.0,3600000,0.00024235747239090727,0.005422753224120325,196.6844816815543,0.5730805249020366,0.3841292133850337,-62.2893159160813,0.9068017550629937,-0.09099629305770915
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,2.5,10000.0,0.1,3600000,3.718827453225458e-5,0.0017669706250720504,78.96169753855406,0.5658087986632726,0.5278096332698793,-64.75765912946338,0.9907370109998104,-0.042908584098706
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,2.5,10000.0,0.325,3600000,7.546180168391764e-5,0.004196682037401082,638.2958563078824,0.5676962021679269,0.6166339895568443,-59.93275944795595,0.9338352455947772,0.2532437302638808
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,2.5,10000.0,0.55,3600000,0.0001474352785163908,0.0036991942860132854,155.31263382046657,0.6555780309470542,0.5317318445882319,-62.385534473416904,0.9849101534461131,-0.0759803918489473
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,2.5,10000.0,0.775,3600000,0.00019588402261336968,0.00471640353608782,118.85513435323789,0.6065325644782348,0.37260611426137763,-61.26435724095978,0.9788057942656354,0.041290401070989524
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,2.5,10000.0,1.0,3600000,0.0002733909564732338,0.00785610718848493,105.1434902631607,0.5810797468426413,0.44519370708079276,-60.82436913139516,0.997324439027402,0.41627535277164157
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,2.75,10000.0,0.1,3600000,2.218250408887601e-5,0.0007676861545120713,179.51878101381314,0.6166503433495696,0.32763255181422846,-61.68154731884602,0.9499999999930017,0.4482603649606099
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,2.75,10000.0,0.325,3600000,9.526536841780218e-5,0.0029212451603049827,129.18305958007855,0.6074216526018048,0.5547474133346229,-63.969258547931354,0.9275206441435461,-0.07667502739241192
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,2.75,10000.0,0.55,3600000,0.00016230414108678716,0.003435873530784294,65.3753424138475,0.6512006031084205,0.450782947182389,-62.31222246259542,0.9861735002526515,0.15268071581584164
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,2.75,10000.0,0.775,3600000,0.00018519279337259268,0.0036396369823110137,103.22980621548783,0.6982084520736275,0.5945127770267195,-60.8937279309902,1.0300597540942018,0.3949170526489262
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,2.75,10000.0,1.0,3600000,0.00024951592200630156,0.003960591893671295,74.0717812174719,0.7336354951832795,0.49768592452320315,-62.806946952949716,0.9950215362942453,0.18954515751123396
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,3.0,10000.0,0.1,3600000,2.2103327740924543e-5,0.0015027635309058905,97.15113041071154,0.6899326862310756,0.5356900061832623,-61.97037867949034,1.0738805244140375,0.11734394708946001
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,3.0,10000.0,0.325,3600000,7.776057151142285e-5,0.003425941548212598,72.34646908687199,0.6750162532880838,0.5495035405270405,-62.72329552221708,0.9455247717296714,0.47123705000403426
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,3.0,10000.0,0.55,3600000,0.00013380771169261408,0.0041527532878119,63.73535355756968,0.592234990099037,0.42993025663430884,-60.41251343367669,0.9974833210406646,0.697858023949779
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,3.0,10000.0,0.775,3600000,0.00020089850774588158,0.00308941574641987,96.29669330829154,0.6808778847956606,0.5406570255210268,-60.83244578689007,1.0532894410126488,-0.11673792623889649
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,2.5,3.0,10000.0,1.0,3600000,0.00024202470583643064,0.0034443282175649487,72.76357255577375,0.7264589252299987,0.5315733626823316,-58.999315848468825,0.9235085881335557,0.29314591074368307
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,2.0,10000.0,0.1,3600000,5.052234152408209e-6,7.628038875056197e-5,231.91412747281726,0.665522389876573,0.4642464026742268,-66.04440427859468,0.9500000000873091,1.245911174193787
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,2.0,10000.0,0.325,3600000,5.052234152408209e-6,7.628038875056197e-5,231.91412747281726,0.665522389876573,0.4642464026742268,-66.04440427859468,0.9500000000873091,1.245911174193787
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,2.0,10000.0,0.55,3600000,5.052234152408209e-6,7.628038875056197e-5,231.91412747281726,0.665522389876573,0.4642464026742268,-66.04440427859468,0.9500000000873091,1.245911174193787
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,2.0,10000.0,0.775,3600000,5.052234152408209e-6,7.628038875056197e-5,231.91412747281726,0.665522389876573,0.4642464026742268,-66.04440427859468,0.9500000000873091,1.245911174193787
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,2.0,10000.0,1.0,3600000,5.052234152408209e-6,7.628038875056197e-5,231.91412747281726,0.665522389876573,0.4642464026742268,-66.04440427859468,0.9500000000873091,1.245911174193787
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,2.25,10000.0,0.1,3600000,1.228185172040943e-5,0.00028475193014582454,198.4207195064383,0.6248984762870246,0.5151308403450168,-63.63132348310546,0.9525915071424823,0.6650094875312895
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,2.25,10000.0,0.325,3600000,9.094279875143556e-5,0.002499897868945183,151.35468475254973,0.5987985675547228,0.5141134137637506,-61.95904505889644,0.9468332055819842,0.22074950461020626
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,2.25,10000.0,0.55,3600000,0.00013326134134850886,0.0029316500951963678,202.57214015104304,0.6072272507947412,0.5662910416040788,-60.73265765873827,0.9342689040434365,0.42334989956295765
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,2.25,10000.0,0.775,3600000,0.0001856294998289827,0.003698772687037595,125.92763309850389,0.5367111651198935,0.5436617882581833,-61.90406451170941,1.0103317868640487,0.50080350122025
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,2.25,10000.0,1.0,3600000,0.00023928342996489555,0.003193280040559238,146.44138357231338,0.5897426232313787,0.5436298398390034,-60.27498261426488,1.0038941289855685,0.47414902910939183
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,2.5,10000.0,0.1,3600000,2.3777575416595617e-5,0.0010046098349562784,84.7420815023086,0.7244849800461157,0.5076538171756189,-64.96642057540635,0.9500000258926719,0.23942825971904097
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,2.5,10000.0,0.325,3600000,8.370413375694432e-5,0.003093342725405673,67.60531907692537,0.6308764417296392,0.5277433085245872,-62.88891728995509,0.9441729638844696,0.16721107609189
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,2.5,10000.0,0.55,3600000,0.00013113051831981903,0.002889284463650885,100.26761194832658,0.6691821926806867,0.5176791740628394,-61.95678480013225,1.0088049451713221,0.12237420862112575
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,2.5,10000.0,0.775,3600000,0.00018621442601018362,0.004000443738761701,86.86974263918142,0.6157601999100316,0.44792911277126324,-59.8713883562909,1.0409643772914354,0.17213312218928548
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,2.5,10000.0,1.0,3600000,0.00022702297405021864,0.004597265066489613,57.39538562734131,0.6367046740715033,0.4718432752998562,-60.94100996786348,0.9944515743334059,0.13687096582738878
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,2.75,10000.0,0.1,3600000,2.2187252542848737e-5,0.0008432518527611199,123.24456499412153,0.6929076434173597,0.596112720222085,-62.44041241110864,0.9500000000001542,0.1705941952313481
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,2.75,10000.0,0.325,3600000,6.934479151631662e-5,0.0019261771652502784,128.69737946618133,0.6786580175265841,0.6193634895113806,-63.51619361720644,1.003292859548988,0.0805111915274311
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,2.75,10000.0,0.55,3600000,0.00016509321306618647,0.0025772028391922793,95.27480141659024,0.7726224898989792,0.4273168675284968,-61.85192634342071,0.9334035119141809,0.2196042191230114
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,2.75,10000.0,0.775,3600000,0.00013572537858038287,0.0022136249888352875,169.01078997035958,0.778166485288589,0.44499603950139865,-60.43994790577134,0.9583801896188209,-0.04945999891279797
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,2.75,10000.0,1.0,3600000,0.00013572537858038287,0.0022136249888352875,169.01078997035958,0.778166485288589,0.44499603950139865,-60.43994790577134,0.9583801896188209,-0.04945999891279797
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,3.0,10000.0,0.1,3600000,2.41621390343229e-5,0.0007296707523514558,85.30605676438236,0.7147880815074839,0.5926622626913536,-62.59184976274055,0.9500000000001984,0.22874241993871677
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,3.0,10000.0,0.325,3600000,7.826112336034627e-5,0.0015074746529758485,74.15728737816353,0.6943116330803107,0.5805277187893557,-62.155346565514705,0.9499999998407461,0.18421600004791522
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,3.0,10000.0,0.55,3600000,0.000130827007219074,0.0018593866052753452,94.9684992129163,0.7704978853126646,0.48311749655631575,-61.6587184361629,0.980843338201794,0.25575120697017695
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,3.0,10000.0,0.775,3600000,0.0001643956810816374,0.002369231584160526,147.0862804740061,0.8219852933859219,0.492442638593406,-59.86845405936087,1.0479922310637548,-0.012376824349059522
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0775,3.0,3.0,10000.0,1.0,3600000,0.00023925361565792225,0.0031629298087405976,144.3089986839528,0.781129396211625,0.4422158828994452,-62.80006063839389,1.0213573908363527,0.5365142448063137
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.1,1.0,2.0,10000.0,0.1,3600000,1.7922002307393018e-5,0.0024801681166014685,1175.8253712402982,0.5000792574293866,0.22862620656739222,-64.87343320317514,1.1346338685734825,0.40563584176453804
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.1,1.0,2.0,10000.0,0.325,3600000,3.1462977390759254e-5,0.006173749220625239,651.6053016296047,0.5553321056341354,0.3696601051440374,-65.1373118205342,0.9826319604334617,0.06512072290042999
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.1,1.0,2.0,10000.0,0.55,3600000,3.1462977390759254e-5,0.006173749220625239,651.6053016296047,0.5553321056341354,0.3696601051440374,-65.1373118205342,0.9826319604334617,0.06512072290042999
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.1,1.0,2.0,10000.0,0.775,3600000,3.1462977390759254e-5,0.006173749220625239,651.6053016296047,0.5553321056341354,0.3696601051440374,-65.1373118205342,0.9826319604334617,0.06512072290042999
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.1,1.0,2.0,10000.0,1.0,3600000,3.1462977390759254e-5,0.006173749220625239,651.6053016296047,0.5553321056341354,0.3696601051440374,-65.1373118205342,0.9826319604334617,0.06512072290042999
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.1,1.0,2.25,10000.0,0.1,3600000,3.301834298386389e-5,0.006295886904136591,441.4616288188232,0.49365317745910975,0.5213473941370997,-66.0574852392532,1.8650571708192945,-0.03208760235231873
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.1,1.0,2.25,10000.0,0.325,3600000,4.032333985317312e-5,0.001876289633301339,1957.4920545684247,0.5464834627836777,0.35308830954299514,-55.53925875489228,1.0765539166951341,0.14951291259130314
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.1,1.0,2.25,10000.0,0.55,3600000,4.032333985317312e-5,0.001876289633301339,1957.4920545684247,0.5464834627836777,0.35308830954299514,-55.53925875489228,1.0765539166951341,0.14951291259130314
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.1,1.0,2.25,10000.0,0.775,3600000,4.032333985317312e-5,0.001876289633301339,1957.4920545684247,0.5464834627836777,0.35308830954299514,-55.53925875489228,1.0765539166951341,0.14951291259130314
